key_resp_1.keys, key_resp_1.rt, response.keys, response.corr, response.rt, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, trials.ran, trials.order, words, number_of_letters, corrAns, participant, session, date, expName, psychopyVersion, frameRate
space, 11.005, left, 1, 2.607999999999997, 1, 0, 80, 75, 1, 79, especialty, 10, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 0, 1.597999999999999, 1, 0, 80, 21, 1, 79, theyr, 5, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 0, 1.815999999999999, 1, 0, 80, 61, 1, 79, bifferent, 9, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 0, 1.9649999999999963, 1, 0, 80, 28, 1, 79, could, 5, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 0, 1.6659999999999968, 1, 0, 80, 78, 1, 79, population, 10, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 0, 2.4820000000000064, 1, 0, 80, 29, 1, 79, courd, 5, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 3.0649999999999977, 1, 0, 80, 56, 1, 79, anything, 8, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 0, 1.7490000000000023, 1, 0, 80, 2, 1, 79, and, 3, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 0, 1.9990000000000023, 1, 0, 80, 22, 1, 79, about, 5, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 0, 1.966000000000001, 1, 0, 80, 43, 1, 79, countey, 7, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 0, 1.983000000000004, 1, 0, 80, 71, 1, 79, eferything, 10, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 0, 1.966000000000001, 1, 0, 80, 39, 1, 79, sistem, 6, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 0, 1.9159999999999968, 1, 0, 80, 55, 1, 79, quesdion, 8, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 0, 1.7650000000000006, 1, 0, 80, 12, 1, 79, much, 4, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.6659999999999968, 1, 0, 80, 23, 1, 79, aboot, 5, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.6500000000000057, 1, 0, 80, 47, 1, 79, compane, 7, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 0, 1.6159999999999997, 1, 0, 80, 18, 1, 79, line, 4, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 0, 1.597999999999999, 1, 0, 80, 68, 1, 79, including, 9, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.431999999999995, 1, 0, 80, 79, 1, 79, bopulation, 10, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 2.5829999999999984, 1, 0, 80, 0, 1, 79, way, 3, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.7829999999999941, 1, 0, 80, 3, 1, 79, anf, 3, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.6820000000000022, 1, 0, 80, 24, 1, 79, think, 5, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.9989999999999952, 1, 0, 80, 59, 1, 79, pesearch, 8, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 0, 1.7489999999999952, 1, 0, 80, 7, 1, 79, fot, 3, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 2.7319999999999993, 1, 0, 80, 54, 1, 79, question, 8, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.6159999999999997, 1, 0, 80, 6, 1, 79, for, 3, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.666000000000011, 1, 0, 80, 34, 1, 79, factor, 6, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.5660000000000025, 1, 0, 80, 30, 1, 79, should, 6, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.0819999999999936, 1, 0, 80, 37, 1, 79, secade, 6, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 0, 2.664999999999992, 1, 0, 80, 49, 1, 79, beliefe, 7, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.0159999999999911, 1, 0, 80, 27, 1, 79, whicb, 5, left, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 3.0330000000000013, 1, 0, 80, 42, 1, 79, country, 7, right, zxp, 001, 2022-12-09_14h08.39.149, lexical_decision_task, 3.0.0b12, 60
