key_resp_1.keys, key_resp_1.rt, response.keys, response.corr, response.rt, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, trials.ran, trials.order, words, number_of_letters, corrAns, participant, session, date, expName, psychopyVersion, frameRate
space, 15.717, right, 1, 3.261000000000003, 1, 0, 80, 4, 1, 79, new, 3, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.728999999999999, 1, 0, 80, 35, 1, 79, fector, 6, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.7469999999999999, 1, 0, 80, 54, 1, 79, question, 8, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.8490000000000038, 1, 0, 80, 73, 1, 79, exberience, 10, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.649000000000001, 1, 0, 80, 49, 1, 79, beliefe, 7, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.6970000000000027, 1, 0, 80, 24, 1, 79, think, 5, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.764000000000003, 1, 0, 80, 28, 1, 79, could, 5, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.814, 1, 0, 80, 8, 1, 79, out, 3, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.7809999999999988, 1, 0, 80, 66, 1, 79, community, 9, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.631999999999998, 1, 0, 80, 9, 1, 79, ous, 3, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.8649999999999949, 1, 0, 80, 69, 1, 79, incluting, 9, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.6649999999999991, 1, 0, 80, 48, 1, 79, believe, 7, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.6820000000000022, 1, 0, 80, 29, 1, 79, courd, 5, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.7479999999999976, 1, 0, 80, 31, 1, 79, shoule, 6, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.6479999999999961, 1, 0, 80, 60, 1, 79, different, 9, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.6820000000000022, 1, 0, 80, 40, 1, 79, program, 7, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.6159999999999997, 1, 0, 80, 70, 1, 79, everything, 10, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.7830000000000013, 1, 0, 80, 23, 1, 79, aboot, 5, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.9320000000000022, 1, 0, 80, 61, 1, 79, bifferent, 9, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.833999999999989, 1, 0, 80, 20, 1, 79, their, 5, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.7439999999999998, 1, 0, 80, 30, 1, 79, should, 6, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.7139999999999986, 1, 0, 80, 21, 1, 79, theyr, 5, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.7860000000000014, 1, 0, 80, 6, 1, 79, for, 3, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.76400000000001, 1, 0, 80, 34, 1, 79, factor, 6, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.6800000000000068, 1, 0, 80, 55, 1, 79, quesdion, 8, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.7729999999999961, 1, 0, 80, 37, 1, 79, secade, 6, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.7069999999999936, 1, 0, 80, 18, 1, 79, line, 4, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.7309999999999945, 1, 0, 80, 52, 1, 79, remember, 8, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.8289999999999935, 1, 0, 80, 53, 1, 79, rememper, 8, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.831000000000003, 1, 0, 80, 75, 1, 79, especialty, 10, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.7519999999999953, 1, 0, 80, 50, 1, 79, business, 8, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.8289999999999935, 1, 0, 80, 12, 1, 79, much, 4, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.820999999999998, 1, 0, 80, 59, 1, 79, pesearch, 8, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 2.5930000000000035, 1, 0, 80, 74, 1, 79, especially, 10, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.9010000000000105, 1, 0, 80, 1, 1, 79, woy, 3, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.762999999999991, 1, 0, 80, 7, 1, 79, fot, 3, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.7319999999999993, 1, 0, 80, 57, 1, 79, anythink, 8, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.7150000000000034, 1, 0, 80, 64, 1, 79, political, 9, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.7489999999999952, 1, 0, 80, 32, 1, 79, become, 6, right, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 1.649000000000001, 1, 0, 80, 79, 1, 79, bopulation, 10, left, JAS, 001, 2023-03-11_20h35.59.635, lexical_decision_task, 3.0.0b12, 60
