key_resp_1.keys, key_resp_1.rt, response.keys, response.corr, response.rt, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, trials.ran, trials.order, words, number_of_letters, corrAns, participant, session, date, expName, psychopyVersion, frameRate
space, 11.511000000000001, left, 1, 4.161000000000001, 1, 0, 80, 77, 1, 79, tochnology, 10, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.9649999999999999, 1, 0, 80, 56, 1, 79, anything, 8, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.9490000000000016, 1, 0, 80, 0, 1, 79, way, 3, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.7149999999999999, 1, 0, 80, 14, 1, 79, play, 4, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.8979999999999997, 1, 0, 80, 78, 1, 79, population, 10, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.3659999999999997, 1, 0, 80, 27, 1, 79, whicb, 5, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.948999999999998, 1, 0, 80, 44, 1, 79, between, 7, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.4990000000000023, 1, 0, 80, 23, 1, 79, aboot, 5, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 2.1160000000000068, 1, 0, 80, 66, 1, 79, community, 9, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 2.0989999999999966, 1, 0, 80, 2, 1, 79, and, 3, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.3659999999999997, 1, 0, 80, 65, 1, 79, pofitical, 9, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 3.182000000000002, 1, 0, 80, 76, 1, 79, technology, 10, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.9329999999999998, 1, 0, 80, 22, 1, 79, about, 5, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.2319999999999993, 1, 0, 80, 55, 1, 79, quesdion, 8, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 0, 1.8159999999999954, 1, 0, 80, 1, 1, 79, woy, 3, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 2.165999999999997, 1, 0, 80, 36, 1, 79, decade, 6, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.931999999999995, 1, 0, 80, 64, 1, 79, political, 9, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 2.032999999999994, 1, 0, 80, 62, 1, 79, important, 9, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.132000000000005, 1, 0, 80, 31, 1, 79, shoule, 6, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.783999999999999, 1, 0, 80, 52, 1, 79, remember, 8, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.9819999999999993, 1, 0, 80, 50, 1, 79, business, 8, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.2659999999999982, 1, 0, 80, 7, 1, 79, fot, 3, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.3489999999999895, 1, 0, 80, 53, 1, 79, rememper, 8, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.9989999999999952, 1, 0, 80, 58, 1, 79, research, 8, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.5649999999999977, 1, 0, 80, 67, 1, 79, compunity, 9, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.7830000000000013, 1, 0, 80, 24, 1, 79, think, 5, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.415999999999997, 1, 0, 80, 33, 1, 79, becone, 6, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 2.0330000000000013, 1, 0, 80, 60, 1, 79, different, 9, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 2.0319999999999965, 1, 0, 80, 70, 1, 79, everything, 10, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.5819999999999936, 1, 0, 80, 4, 1, 79, new, 3, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 0, 2.5990000000000038, 1, 0, 80, 37, 1, 79, secade, 6, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.75, 1, 0, 80, 63, 1, 79, importent, 9, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.216000000000008, 1, 0, 80, 3, 1, 79, anf, 3, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.082000000000008, 1, 0, 80, 13, 1, 79, mech, 4, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, left, 1, 2.0150000000000006, 1, 0, 80, 73, 1, 79, exberience, 10, left, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
undefined, undefined, right, 1, 1.8329999999999984, 1, 0, 80, 54, 1, 79, question, 8, right, lca, 001, 2022-05-23_20h24.32.980, lexical_decision_task, 3.0.0b12, 60
